ccID,X,Y,StreamID,BasinID,Elevation,DrainageArea,DownstreamDistance,Slope,R2,ksn,FlowDistance_Catchment,segmentLocation,dSlopeToPrevSegment,DFSI,ccLength
1_33_1.0,828425.9974923335,7257003.004629509,33,1,2686.1,170300.0,731.6357272042802,0.5594530420907494,0.998691217577928,70.34,10171.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828429.004883535,7257002.999687722,33,1,2684.4,170310.0,734.6330016051057,0.5641724534487259,0.9989788211194136,70.304,10168.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828432.0021542478,7257002.994985843,33,1,2682.5,170480.0,737.6305426690432,0.5605503580206369,0.998627858151608,70.349,10165.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828365.9958424503,7256979.000425816,33,1,2724.9,103180.0,662.9339333602092,0.6296733684602231,0.9995593011135478,70.463,10241.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828362.9985788483,7256979.005113978,33,1,2727.3,103160.0,658.6852916573018,0.6260456051113408,0.999641860372487,70.3,10244.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828360.0010519207,7256978.998717357,33,1,2729.2,101230.0,655.6880243888343,0.6213106418071013,0.999573379999856,70.317,10247.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828357.0037884923,7256979.003404222,33,1,2731.1,101220.0,652.6904906361384,0.6226953160361131,0.9995867234334314,70.371,10250.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828293.9976561279,7256975.9978815,33,1,2775.4,94914.0,588.4507819536492,0.720568222454618,0.9995328324038866,70.378,10314.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828297.0053009789,7256976.004051871,33,1,2773.0,97119.0,591.4480466292292,0.7247717808632639,0.9996661846761604,70.299,10311.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828300.0025620102,7256975.999377928,33,1,2770.7,97542.0,595.6896964994846,0.725944224474739,0.9997046831029835,70.339,10308.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828303.0003518737,7256979.000186078,33,1,2767.6,97587.0,598.6869620023583,0.7266120803780587,0.9997212795538932,70.288,10304.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828305.9976137304,7256978.995510911,33,1,2765.3,97596.0,601.6946141862192,0.7250854585531409,0.9996703446455488,70.338,10301.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828309.00525959,7256979.001678748,33,1,2763.0,97605.0,604.6918798634184,0.7230215068730032,0.9996245048673456,70.362,10298.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828312.002521619,7256978.997002278,33,1,2760.7,97614.0,607.6894122040743,0.7208214702610595,0.9996111147280348,70.365,10295.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828315.0000471123,7256979.003409291,33,1,2758.6,97623.0,610.6866780605998,0.7172808552718538,0.999668507033845,70.404,10292.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828317.9973093186,7256978.998731523,33,1,2756.8,97632.0,613.6943305996554,0.7122755441468026,0.9997529462539472,70.358,10289.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828321.0049555388,7256979.004896754,33,1,2754.8,97641.0,616.6915966306226,0.7020972975962191,0.9996062821168054,70.324,10286.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828324.0022179175,7256979.000217685,33,1,2752.6,97650.0,619.6888627516594,0.6917894013582876,0.9994764099184368,70.334,10283.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828326.9994803852,7256978.995537968,33,1,2750.7,97659.0,622.6863955333448,0.6825040027445329,0.9994521975273164,70.354,10280.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828329.9970063266,7256979.001941735,33,1,2748.5,97668.0,625.6937827495901,0.6742030532510339,0.9994277147571596,70.293,10277.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828333.0043895158,7256978.997020224,33,1,2746.2,97677.0,628.691315707079,0.6672991198253785,0.999389082217497,70.441,10274.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828336.0019156358,7256979.003422691,33,1,2743.9,97686.0,631.6885821820015,0.6614328995173543,0.999289851731076,70.264,10271.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828338.9991784533,7256978.998740375,33,1,2741.9,101170.0,634.6861153175063,0.6561943848741593,0.9992117689728618,70.388,10268.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828341.9967047541,7256979.005141541,33,1,2740.6,101180.0,637.6935028888925,0.6489627104863145,0.9992447117129918,70.385,10265.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828345.0040882942,7256979.000217425,33,1,2738.7,101190.0,640.6907696254202,0.645629078281331,0.9993748275318646,70.629,10262.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828348.0013513704,7256978.995533159,33,1,2736.7,101200.0,643.6883030266151,0.6358034858725389,0.9993031064538384,70.337,10259.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828350.9988779409,7256979.001932377,33,1,2734.8,101200.0,646.6855699413084,0.6269748764536448,0.9994917370885604,70.319,10256.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828353.9961411932,7256978.997246813,33,1,2732.9,101210.0,649.6932235432748,0.6257627940707884,0.9995665971477432,70.408,10253.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828434.9996885187,7257003.001367456,33,1,2680.5,170560.0,741.872201504175,0.5602313669742945,0.9985732741746146,70.369,10162.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828441.0049086991,7257005.997205878,33,1,2675.8,173870.0,747.8771397493932,0.5502049037190616,0.9974845664396564,70.296,10155.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_134_0.0,829188.0012944306,7256732.995172855,134,1,2262.5,27486.0,312.6402615018923,0.690247395700361,0.999837320117138,40.968,8828.8,1.0,,1.0,530.7543868933622
1_33_1.0,828552.0026008573,7257027.003059069,33,1,2602.8,204480.0,867.567457379171,0.717216110396443,0.9982858276278196,95.538,10035.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828521.9981312389,7257026.995603871,33,1,2622.4,201240.0,837.5631999723827,0.6859195256119673,0.9981067746685685,95.717,10065.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828524.9956733903,7257027.001966578,33,1,2620.0,201930.0,840.5706033673902,0.6740380559264446,0.9977709908769437,95.452,10062.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828528.0030726907,7257026.997003859,33,1,2617.8,204410.0,843.5681524501231,0.6617880421199857,0.99760935532523,95.452,10059.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828531.0006150233,7257027.003365267,33,1,2616.5,204420.0,846.5654350494262,0.6536680617641382,0.9981460431132796,95.44,10056.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828533.9978939008,7257026.998641881,33,1,2614.8,204430.0,849.5629843076376,0.6529747592268624,0.998140474636022,95.646,10053.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828536.9954364117,7257027.005001992,33,1,2612.9,204440.0,852.5703880593397,0.6545210851401023,0.9979347307994132,95.479,10050.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828540.0028360644,7257027.000036664,33,1,2611.4,204440.0,855.5676709206257,0.6622125085272824,0.9975287666014596,95.526,10047.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828543.0001152009,7257026.995311327,33,1,2609.5,204450.0,858.5652204458326,0.6713631019430402,0.9970166826267728,95.517,10044.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828545.9976579829,7257027.001669489,33,1,2607.6,204460.0,861.5726244616476,0.6853062040000205,0.9966957015479782,95.564,10041.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828549.0050578965,7257026.996702207,33,1,2605.7,204470.0,864.5701741629106,0.70166603629002,0.9971452266852132,95.439,10038.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828554.9998803446,7257026.998331132,33,1,2600.4,204490.0,870.5650072574239,0.7256583158919172,0.9988098706779126,95.622,10032.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828444.0024438885,7257006.003585614,33,1,2674.4,173880.0,750.8744152415859,0.5335124509319994,0.995808522937476,70.382,10152.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828557.9974234852,7257027.004686695,33,1,2598.1,204500.0,873.5724116284224,0.7324702802353805,0.999143713430346,95.465,10029.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828561.0048237497,7257026.999716805,33,1,2595.9,204510.0,876.5696951094594,0.7380099981013777,0.999401393108912,95.762,10026.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828564.0021034987,7257026.99498692,33,1,2593.5,204520.0,879.5672452519207,0.7354741874139353,0.9993189124124592,95.405,10023.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828566.9996469076,7257027.001340535,33,1,2591.2,204520.0,882.564528909746,0.7283315293097482,0.9991452585590176,95.648,10020.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828569.9969268313,7257026.996609351,33,1,2589.2,204530.0,885.5721993110244,0.7182467022551292,0.9991431395043002,95.386,10017.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828573.0045910231,7257027.002721001,33,1,2587.4,204540.0,888.5694831476204,0.7032480606397615,0.9995249431985976,95.728,10014.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828576.0018711236,7257026.997988517,33,1,2585.4,204550.0,891.5670336428989,0.6920229514611722,0.9995643246528552,95.539,10011.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828578.9994148908,7257027.004339533,33,1,2583.1,204560.0,894.5643176548872,0.6788307611692214,0.999437652556388,95.512,10008.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828581.9966951646,7257026.999605751,33,1,2580.9,204570.0,897.5717227341672,0.6673185436432968,0.9994147295660766,95.696,10005.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828585.0040961287,7257026.994630644,33,1,2579.0,204580.0,900.5692734966818,0.6576468465028074,0.9995369162475252,95.398,10002.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828519.0008527114,7257027.000324658,33,1,2624.8,200080.0,834.5656510680342,0.6990112758015276,0.9985455906398302,95.532,10068.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828516.0035742715,7257027.0050447965,33,1,2626.7,200070.0,831.5683688228851,0.7148445927739171,0.9990729837715197,95.423,10071.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828512.9956026948,7257024.00451724,33,1,2630.1,199850.0,828.5710866663026,0.7252550490446855,0.9993984966319892,95.534,10075.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828509.9980615505,7257023.998152006,33,1,2632.2,199650.0,824.3224329241671,0.7326503278130709,0.9997128650161607,70.365,10078.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828446.9997156877,7257005.998880561,33,1,2672.8,175270.0,753.8719573981876,0.5187682950626321,0.995405900030386,70.398,10149.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828449.997251058,7257006.005258999,33,1,2671.5,179420.0,756.879354019994,0.4998689452669155,0.9954366913364096,70.416,10146.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828453.0046436111,7257006.000312068,33,1,2670.5,179420.0,759.8766297779978,0.4859070270814456,0.996709468550528,70.378,10143.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828456.0019156731,7257005.995605065,33,1,2668.2,179430.0,762.8741721964627,0.4765409895065481,0.997949715872116,70.327,10140.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828458.9994513094,7257006.001981554,33,1,2666.8,180480.0,767.1158323674956,0.474309998021736,0.99834808157592,70.437,10137.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828461.9972857363,7257009.002759745,33,1,2665.6,180640.0,771.3644820186167,0.4793266260090985,0.9979340712039534,70.336,10132.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828465.005242026,7257012.0032968335,33,1,2664.0,180710.0,774.3617594297277,0.4872099520217833,0.997649831407953,70.367,10128.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828468.0025157372,7257011.998587377,33,1,2662.2,180740.0,778.603420798268,0.4975732768184401,0.9971545424962504,70.384,10125.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828471.0003534665,7257014.999363963,33,1,2660.5,180800.0,782.8450827073447,0.5114825437429434,0.9967403013394324,70.445,10121.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828473.998192477,7257018.000140032,33,1,2658.0,180880.0,785.8423616791571,0.5272600330913019,0.9962390961951698,70.258,10117.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828476.9954677462,7257017.995428773,33,1,2656.3,181260.0,788.8500273784766,0.5469140863428278,0.9947033644151144,70.339,10114.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828480.0031271953,7257018.001560408,33,1,2654.3,181300.0,791.8473065287034,0.5762254541332158,0.9948723501503944,70.48,10111.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828483.0004026408,7257017.996847847,33,1,2652.6,181420.0,796.0889693210428,0.607723135626016,0.9964238088688137,70.339,10108.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828485.9982451478,7257020.997621672,33,1,2650.4,181550.0,799.0865158689836,0.6290732274942314,0.9974600007943192,70.351,10103.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828488.9957849266,7257021.003992029,33,1,2648.4,181650.0,802.0939168984644,0.6482232092035504,0.9976452276683028,70.25,10100.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828492.003181874,7257020.999036988,33,1,2646.4,181780.0,805.0914636249028,0.6691063205480331,0.9984578446089848,70.363,10097.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828495.0007218341,7257021.005406046,33,1,2644.3,181980.0,809.3251064684043,0.6860084748330354,0.9985643171989246,70.39,10094.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828497.9983043219,7257023.995093481,33,1,2640.9,182170.0,812.3226540168066,0.6982101957230427,0.9988885899448898,70.285,10090.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828500.9958451065,7257024.001461313,33,1,2638.6,199540.0,815.3300560516357,0.7102415245494724,0.99912400099696,70.371,10087.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828504.0032430552,7257023.996503737,33,1,2636.5,199580.0,818.3276037782998,0.7241216112301989,0.999492581156236,70.402,10084.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828507.0007840209,7257024.002870268,33,1,2634.8,199640.0,821.3248850216773,0.7354488346734988,0.9998220031953649,70.3,10081.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828291.0003952704,7256976.002554142,33,1,2777.6,94905.0,585.4431307732126,0.7116467039221233,0.9993954621680734,70.38,10317.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828288.0028711436,7256975.996142006,33,1,2779.5,94896.0,582.445866273469,0.7020992992951653,0.9994177996800389,70.412,10320.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_33_1.0,828284.9954899186,7256976.001053808,33,1,2781.5,94887.0,579.4483352884527,0.6929277877408806,0.9994937406876512,70.286,10323.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_134_0.0,829299.0047207549,7256733.000465319,134,1,2183.7,27819.0,423.6436125307336,0.7349260368025983,0.9994066301801274,41.018,8717.8,1.0,,1.0,530.7543868933622
1_134_0.0,829269.0006668718,7256732.99470083,134,1,2205.2,27729.0,393.6397721261918,0.6411543896409524,0.9980402641271492,40.969,8747.8,1.0,,1.0,530.7543868933622
1_134_0.0,829271.9981678112,7256733.000894668,134,1,2203.4,27738.0,396.6370129747565,0.6412811554874339,0.9980269982346306,40.972,8744.8,1.0,,1.0,530.7543868933622
1_134_0.0,829274.9954046691,7256732.996003654,134,1,2201.5,27747.0,399.6446404289208,0.6504838085889303,0.9974411589647396,40.929,8741.8,1.0,,1.0,530.7543868933622
1_134_0.0,829278.0030262352,7256733.001954988,134,1,2199.7,27756.0,402.64188145609273,0.669127106387089,0.9972069621063008,41.005,8738.8,1.0,,1.0,530.7543868933622
1_134_0.0,829281.0002632695,7256732.997062674,134,1,2197.6,27765.0,405.63938914946414,0.6901795219308126,0.9975544080330044,40.926,8735.8,1.0,,1.0,530.7543868933622
1_134_0.0,829283.997764569,7256733.003253911,134,1,2195.3,27774.0,408.64675118750847,0.7104322427331347,0.9981471364895672,40.962,8732.8,1.0,,1.0,530.7543868933622
1_134_0.0,829287.0051222234,7256732.998119086,134,1,2193.2,27783.0,411.6442590596898,0.725722947071292,0.9988109623843616,40.962,8729.8,1.0,,1.0,530.7543868933622
1_134_0.0,829290.0026237044,7256733.004309025,134,1,2190.6,27792.0,414.64150044163176,0.7347241023580752,0.9993429193411574,41.009,8726.8,1.0,,1.0,530.7543868933622
1_134_0.0,829292.9998610893,7256732.999414111,134,1,2188.4,27801.0,417.6390084898314,0.7381681659107472,0.999523037959752,40.959,8723.8,1.0,,1.0,530.7543868933622
1_134_0.0,829295.997362749,7256733.005602753,134,1,2186.1,27810.0,420.64637088390623,0.7383139614381796,0.9995292227009592,40.982,8720.8,1.0,,1.0,530.7543868933622
1_134_0.0,829302.0019584015,7256732.995568456,134,1,2181.4,27828.0,426.6411208451088,0.7284604036029835,0.9993348066435896,40.958,8714.8,1.0,,1.0,530.7543868933622
1_33_1.0,828281.9979659716,7256975.994640372,33,1,2783.5,94878.0,576.4409500523518,0.6843197829961399,0.9996122132606224,70.327,10326.0,2.0,0.0782420625597565,1.0,793.8155993733276
1_134_0.0,829304.9994603314,7256733.001755148,134,1,2179.1,27837.0,429.6383626665847,0.7197702083893694,0.9993239097934172,40.95,8711.8,1.0,,1.0,530.7543868933622
1_134_0.0,829307.9966981505,7256732.9968569875,134,1,2177.1,27846.0,432.6459910999357,0.7133756569454829,0.9994102537087036,41.01,8708.8,1.0,,1.0,530.7543868933622
1_134_0.0,829311.00432071,7256733.002801149,134,1,2175.3,27855.0,435.6432331003728,0.70563838981722,0.9996313204058148,41.005,8705.8,1.0,,1.0,530.7543868933622
1_134_0.0,829314.0015587059,7256732.997901687,134,1,2173.3,27864.0,438.64074176945616,0.698818410506104,0.9996858920023568,40.953,8702.8,1.0,,1.0,530.7543868933622
1_134_0.0,829316.9990609959,7256733.00408578,134,1,2171.2,27873.0,441.6379839457087,0.6909606537865508,0.9997625009192792,40.949,8699.8,1.0,,1.0,530.7543868933622
1_134_0.0,829319.9962991655,7256732.999185019,134,1,2169.2,27882.0,444.6456127349139,0.683373404030701,0.9998210370384416,40.995,8696.8,1.0,,1.0,530.7543868933622
1_134_0.0,829323.003922086,7256733.005126575,134,1,2167.0,27891.0,447.6428550900108,0.6782541140443029,0.9998355333117356,41.028,8693.8,1.0,,1.0,530.7543868933622
1_134_0.0,829326.0011604324,7256733.000224514,134,1,2165.0,27900.0,450.640097532551,0.6742932748733584,0.999807885048966,40.949,8690.8,1.0,,1.0,530.7543868933622
1_134_0.0,829328.9983988651,7256732.995321803,134,1,2162.7,27909.0,453.63760664534806,0.6703636302281113,0.9996977765056264,40.986,8687.8,1.0,,1.0,530.7543868933622
1_134_0.0,829331.9959016055,7256733.001502649,134,1,2160.6,27918.0,456.64497010484087,0.6618250706824146,0.9993114087241194,40.991,8684.8,1.0,,1.0,530.7543868933622
1_134_0.0,829266.0034301879,7256732.999590544,134,1,2206.8,27720.0,390.6422647875204,0.6443908132101429,0.9977024522169248,40.98,8750.8,1.0,,1.0,530.7543868933622
1_134_0.0,829262.9960731475,7256733.004720805,134,1,2208.5,27711.0,387.6450241151177,0.6546807637499141,0.9969949803622522,40.963,8753.8,1.0,,1.0,530.7543868933622
1_134_0.0,829259.9985724757,7256732.99852502,134,1,2210.1,27702.0,384.6376626988352,0.6683425780516528,0.9962878112139932,41.006,8756.8,1.0,,1.0,530.7543868933622
1_134_0.0,829257.0013360549,7256733.003412785,134,1,2211.8,27693.0,381.64015562377546,0.6870342629383378,0.9959608783018916,40.99,8759.8,1.0,,1.0,530.7543868933622
1_134_0.0,829193.9960274398,7256732.996510763,134,1,2258.5,27504.0,318.64512501496125,0.6965913348957988,0.9996803964567492,40.974,8822.8,1.0,,1.0,530.7543868933622
1_134_0.0,829197.0036465722,7256733.002479694,134,1,2256.4,27513.0,321.6423636499689,0.7012958077209202,0.99956863803534,40.983,8819.8,1.0,,1.0,530.7543868933622
1_134_0.0,829200.000881243,7256732.997604925,134,1,2254.4,27522.0,324.63986895527705,0.7062703747046823,0.999479727851698,40.977,8816.8,1.0,,1.0,530.7543868933622
1_134_0.0,829202.9983801182,7256733.003813703,134,1,2252.4,27531.0,327.6371077663223,0.7133018896456342,0.9994718341732894,40.971,8813.8,1.0,,1.0,530.7543868933622
1_134_0.0,829205.9956149629,7256732.998937635,134,1,2250.3,27540.0,330.6447331775321,0.7223923815369168,0.999563671369644,40.999,8810.8,1.0,,1.0,530.7543868933622
1_134_0.0,829209.0032344563,7256733.004903959,134,1,2247.8,27549.0,333.6419721672945,0.7288857632138729,0.9997219046494248,40.98,8807.8,1.0,,1.0,530.7543868933622
1_134_0.0,829212.0004694776,7256733.000026591,134,1,2245.5,27558.0,336.6392112458919,0.7286305380239133,0.9997111256359013,40.983,8804.8,1.0,,1.0,530.7543868933622
1_134_0.0,829214.9977045867,7256732.995148573,134,1,2243.3,27567.0,339.6468369228381,0.725314594646607,0.9995944927168774,40.972,8801.8,1.0,,1.0,530.7543868933622
1_134_0.0,829218.0053243497,7256733.001112941,134,1,2241.0,27576.0,342.6440761763103,0.7240588259474414,0.9995711328591372,40.983,8798.8,1.0,,1.0,530.7543868933622
1_134_0.0,829221.0025596316,7256732.996233623,134,1,2238.8,27585.0,345.64158209968144,0.7243726512527541,0.999572752781773,40.977,8795.8,1.0,,1.0,530.7543868933622
1_134_0.0,829224.0000591342,7256733.002437854,134,1,2236.6,27594.0,348.63882153280514,0.7242451457411895,0.9995737211498096,40.968,8792.8,1.0,,1.0,530.7543868933622
1_134_0.0,829226.9972945936,7256732.997557236,134,1,2234.3,27603.0,351.6464475658209,0.7233185348663852,0.9995933960349996,40.971,8789.8,1.0,,1.0,530.7543868933622
1_134_0.0,829230.0049147179,7256733.003518998,134,1,2232.3,27612.0,354.6436871738205,0.7263535767126962,0.9994457501716418,40.959,8786.8,1.0,,1.0,530.7543868933622
1_134_0.0,829233.00215035,7256732.99863708,134,1,2230.7,27621.0,357.64119345328345,0.7353674977785888,0.9990488454309958,40.938,8783.8,1.0,,1.0,530.7543868933622
1_134_0.0,829235.9996502141,7256733.004838712,134,1,2228.7,27630.0,360.6384332399983,0.7425099608851036,0.9989387149196272,40.986,8780.8,1.0,,1.0,530.7543868933622
